date_date,service,gare_depart,gare_arrivee,duree_moyenne,average_total_dept,average_total_late_dept,average_total_late_arrival,nb_train_prevu,nb_annulation,nb_train_depart_retard,retard_moyen_dept,retard_moyen_tous_dept,nb_train_retard_arrivee,retard_moyen_arrival,retard_moyen_tous_arrival,nb_train_retard_sup_15,avg_retard_trains,nb_train_retard_sup_30,nb_train_retard_sup_60,prob_percent_cause_ext,prob_percent_infra,prob_percent_gestion_trafic,prob_percent_materiel_roulant,prob_percent_gestion_gare,prob_percent_voyageurs
2023-08-01,National,MARSEILLE ST CHARLES,LILLE,285,225.24,2.69,7.88,221,0,40,8.56,1.31,63,36.62,12.71,63,36.73,28,3,17.46,7.94,34.92,7.94,11.11,20.63
2018-01-01,National,PARIS NORD,LILLE,64,76.99,3.01,7.88,568,5,98,8.83,1.5,97,21.02,4.13,40,4.13,15,6,38.1,21.43,9.52,21.43,9.52,0
2018-02-01,National,PARIS NORD,LILLE,68,76.99,3.01,7.88,570,16,178,15.06,4.85,168,28.46,9.38,88,9.36,47,19,48.77,9.26,15.43,22.22,3.7,0.62
2018-03-01,National,PARIS NORD,LILLE,67,76.99,3.01,7.88,637,25,135,16.29,3.58,130,24.38,5.75,54,5.75,26,9,21.43,22.22,25.4,23.02,7.14,0.79
2018-04-01,National,PARIS NORD,LILLE,67,76.99,3.01,7.88,650,222,115,10.29,2.8,97,17.23,4.22,36,4.22,14,5,19.32,21.59,23.86,21.59,10.23,3.41
2018-05-01,National,PARIS NORD,LILLE,61,76.99,3.01,7.88,697,224,64,32.63,4.63,116,29.3,7.95,46,7.95,32,18,40.54,18.92,23.42,9.91,5.41,1.8
2018-06-01,National,PARIS NORD,LILLE,62,76.99,3.01,7.88,717,124,62,26.51,3.14,123,20.76,5.51,45,5.51,27,8,21.55,19.83,35.34,16.38,3.45,3.45
2018-07-01,National,PARIS NORD,LILLE,62,76.99,3.01,7.88,564,19,145,19.17,5.03,162,28.79,9.6,87,9.57,47,17,20.65,15.48,29.03,27.74,5.16,1.94
2018-09-01,National,PARIS NORD,LILLE,63,76.99,3.01,7.88,543,7,99,15.37,2.73,96,19.95,3.94,35,3.94,18,6,16.13,15.05,25.81,31.18,8.6,3.23
2018-10-01,National,PARIS NORD,LILLE,62,76.99,3.01,7.88,594,9,99,12.67,2.03,76,29.22,4.23,36,4.23,19,10,21.05,21.05,17.11,26.32,11.84,2.63
2018-11-01,National,PARIS NORD,LILLE,62,76.99,3.01,7.88,600,2,109,8.53,1.38,73,15.34,2.21,26,2.21,6,0,15.49,9.86,28.17,43.66,2.82,0
2018-12-01,National,PARIS NORD,LILLE,62,76.99,3.01,7.88,551,8,123,12.54,2.72,110,22.2,4.89,54,4.89,18,8,19.05,23.81,21.9,28.57,6.67,0
2019-01-01,National,PARIS NORD,LILLE,64,76.99,3.01,7.88,594,14,109,12.55,2.19,109,20.55,3.92,51,3.92,21,6,55.14,12.15,10.28,16.82,5.61,0
2019-02-01,National,PARIS NORD,LILLE,67,76.99,3.01,7.88,567,2,122,10.87,2.23,82,19.63,2.66,31,2.66,14,5,23.75,13.75,20,25,13.75,3.75
2019-03-01,National,PARIS NORD,LILLE,68,76.99,3.01,7.88,621,8,111,13.27,2.26,103,21.5,3.57,41,3.57,19,8,24.27,29.13,14.56,24.27,5.83,1.94
2019-04-01,National,PARIS NORD,LILLE,68,76.99,3.01,7.88,600,17,218,33.82,12.76,114,21.16,4.18,46,4.18,21,6,19.81,30.19,14.15,24.53,10.38,0.94
2019-05-01,National,PARIS NORD,LILLE,64,76.99,3.01,7.88,598,6,464,7.52,5.81,97,19.75,3.36,39,36.27,16,7,23.6,17.98,24.72,16.85,12.36,4.49
2019-06-01,National,PARIS NORD,LILLE,62,76.99,3.01,7.88,589,6,481,15.62,12.82,120,21.78,4.52,59,35.52,26,9,17.09,13.68,22.22,22.22,22.22,2.56
2019-07-01,National,PARIS NORD,LILLE,63,76.99,3.01,7.88,554,6,425,15.16,11.66,87,26.03,4.19,50,40.23,25,8,21.18,24.71,12.94,23.53,14.12,3.53
2019-09-01,National,PARIS NORD,LILLE,62,76.99,3.01,7.88,604,12,456,14.86,11.36,68,28.51,3.21,32,50.64,17,8,34.92,11.11,14.29,17.46,20.63,1.59
2019-10-01,National,PARIS NORD,LILLE,61,76.99,3.01,7.88,629,8,454,19.07,13.84,86,23.33,3.64,37,42.65,17,8,34.94,16.87,14.46,20.48,13.25,0
2019-11-01,National,PARIS NORD,LILLE,62,76.99,3.01,7.88,577,17,384,13.56,9.16,106,18.58,3.62,50,29.31,17,3,22.86,27.62,10.48,24.76,11.43,2.86
2020-01-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,596,25,532,4.5,4.17,109,17.82,3.79,40,33.98,21,4,11.76,33.33,25.49,18.63,9.8,0.98
2020-02-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,597,6,558,4.01,3.77,121,14.47,3.45,33,30.72,16,0,22.41,28.45,25.86,11.21,8.62,3.45
2021-10-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,579,4,62,25.86,2.15,62,33.79,3.35,35,50.42,21,8,11.61,3.36,16.62,16.62,15.03,36.77
2022-05-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,626,1,64,17.87,1.47,70,32.79,3.48,34,57,22,10,37.8,17.38,15.95,17.32,7.26,4.29
2022-06-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,610,6,94,22.82,3.3,100,39.26,5.89,55,64.93,36,14,18.29,19.49,23.63,22.37,4.31,11.9
2022-07-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,629,7,143,25.07,5.45,134,40.72,8.49,84,57.88,49,25,19.53,16.52,14.3,20.29,24.09,5.27
2022-10-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,627,2,88,19.63,2.44,103,26.69,5,40,53.63,17,7,9,39,16,22,6,8
2023-02-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,600,15,64,14.02,1.15,84,22.8,3.8,34,41.33,16,6,13.39,21.96,25.59,23.2,9.77,6.09
2023-06-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,642,9,79,32.15,3.59,82,40.58,5.74,45,69.03,32,18,12.47,21.29,21.08,18.99,12.54,13.62
2023-09-01,National,PARIS NORD,LILLE,69,76.99,3.01,7.88,661,1,65,16.06,1.24,83,23.88,3.64,36,43.48,20,7,9.98,7.48,30.02,16.23,22.52,13.78
2023-10-01,National,PARIS NORD,LILLE,70,76.99,3.01,7.88,698,7,54,12.22,0.65,101,15.61,3.6,28,31.34,10,2,4.43,23.58,38.3,11.15,5.67,16.86
2023-11-01,National,PARIS NORD,LILLE,68,76.99,3.01,7.88,659,32,73,17.08,1.42,108,19.17,4.11,44,33.16,21,3,7.54,26.31,16.04,20.75,10.43,18.93
2023-12-01,National,PARIS NORD,LILLE,68,76.99,3.01,7.88,651,5,91,18.22,2.57,89,31.95,4,47,52.47,24,10,21.58,3.4,22.73,32.96,6.86,12.47
2020-04-01,National,PARIS NORD,LILLE,85,76.99,3.01,7.88,92,44,44,1.63,1.47,5,9.99,-0.06,1,17.05,0,0,20,80,0,0,0,0
2020-11-01,National,PARIS NORD,LILLE,70,76.99,3.01,7.88,163,33,33,4.63,0.81,18,18.05,2.5,8,28.69,3,1,0,27.78,11.11,33.33,27.78,0
2021-04-01,National,PARIS NORD,LILLE,72,76.99,3.01,7.88,497,239,33,9.47,0.98,23,32.22,2.91,10,60.23,8,5,23.37,22.28,13.04,17.93,4.35,19.02
2021-02-01,National,PARIS NORD,LILLE,72,76.99,3.01,7.88,422,1,21,15.48,0.46,28,21.5,1.17,10,41.45,7,0,7.14,28.57,28.57,7.14,7.14,21.43
2020-12-01,National,PARIS NORD,LILLE,68,76.99,3.01,7.88,366,31,90,5.03,0.97,30,22.6,1.74,15,37.44,9,2,32.14,17.86,14.29,10.71,25,0
2021-03-01,National,PARIS NORD,LILLE,72,76.99,3.01,7.88,488,25,25,7.56,0.05,30,14.32,1.43,7,29.84,3,0,3.33,20,26.67,13.33,20,16.67
2021-08-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,566,1,54,9.97,0.8,30,21.13,1.03,10,43.61,6,3,6.67,6.67,28,7.33,24.33,27
2023-08-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,549,1,22,19.15,0.47,32,27.41,2.11,17,40.63,12,3,28.57,13.17,19.64,32.14,0,6.47
2021-05-01,National,PARIS NORD,LILLE,69,76.99,3.01,7.88,487,11,45,9.18,0.55,33,20.24,1.41,13,39.67,7,1,22.05,24.75,18.52,6.4,15.66,12.63
2023-03-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,663,113,56,9.29,0.43,34,19.76,1.29,13,32.51,6,1,30.27,8.95,18.38,21.2,6,15.2
2020-08-01,National,PARIS NORD,LILLE,68,76.99,3.01,7.88,485,2,471,1.33,1.29,35,14.72,0.86,10,27.7,3,1,32.35,11.76,23.53,5.88,23.53,2.94
2020-09-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,602,4,566,1.29,1.21,36,15.16,0.64,11,28.77,4,0,27.78,11.11,38.89,8.33,13.89,0
2022-01-01,National,PARIS NORD,LILLE,67,76.99,3.01,7.88,593,15,44,11.56,0.42,36,18.03,0.95,18,25.79,3,0,13.89,13.89,19.44,33.33,2.78,16.67
2020-06-01,National,PARIS NORD,LILLE,65,76.99,3.01,7.88,392,29,347,2.24,2.13,38,24.35,3,12,63.65,6,6,34.29,31.43,14.29,11.43,8.57,0
2021-01-01,National,PARIS NORD,LILLE,69,76.99,3.01,7.88,492,3,47,6.24,0.3,38,18.09,1.5,19,27.54,5,0,47.06,9.29,11.92,5.26,15.48,10.99
2021-07-01,National,PARIS NORD,LILLE,68,76.99,3.01,7.88,567,2,73,8.77,1.07,39,17.81,0.55,15,28.34,4,0,19.37,5.62,2.81,19.58,25.05,27.57
2020-07-01,National,PARIS NORD,LILLE,68,76.99,3.01,7.88,489,14,463,1.32,1.29,41,12.25,0.77,9,23.26,2,0,32.43,10.81,32.43,13.51,10.81,0
2020-05-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,327,42,273,1.28,1.21,42,17.97,3.27,12,41.93,2,1,5.26,60.53,15.79,0,18.42,0
2020-03-01,National,PARIS NORD,LILLE,65,76.99,3.01,7.88,403,43,345,2.07,1.98,43,16.25,1.6,15,29.81,6,0,2.56,30.77,23.08,25.64,12.82,5.13
2021-06-01,National,PARIS NORD,LILLE,68,76.99,3.01,7.88,492,0,54,12.57,1.17,43,23.44,1.73,19,40.02,10,3,37.21,13.95,2.33,4.65,16.28,25.58
2019-12-01,National,PARIS NORD,LILLE,82,76.99,3.01,7.88,367,65,285,12.54,11.81,45,27.69,-15.1,19,53.51,10,7,47.62,11.9,14.29,19.05,7.14,0
2020-10-01,National,PARIS NORD,LILLE,69,76.99,3.01,7.88,314,2,279,2.43,2.15,46,17.98,2.56,16,36.22,6,4,40,28.89,13.33,15.56,2.22,0
2019-08-01,National,PARIS NORD,LILLE,62,76.99,3.01,7.88,427,2,321,21.89,16.44,47,21,2.05,25,31.59,9,3,17.39,15.22,13.04,45.65,6.52,2.17
2021-11-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,564,1,51,12.14,0.79,48,18.71,1.74,19,31.07,8,1,15.5,0,20.01,26.64,8.8,29.04
2021-09-01,National,PARIS NORD,LILLE,67,76.99,3.01,7.88,532,1,51,22.72,1.93,49,31.29,2.82,28,46.6,19,6,16.33,8.16,10.2,14.29,14.29,36.73
2021-12-01,National,PARIS NORD,LILLE,67,76.99,3.01,7.88,555,29,59,19.9,1.89,50,30.38,2.75,29,44.6,13,4,4.15,20.85,10.4,31.32,4.17,29.1
2023-04-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,629,6,51,11.97,0.47,51,17.41,1.84,16,33.54,7,2,6.93,6.7,17.78,24.25,11.09,33.26
2022-09-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,599,4,67,11.48,0.97,52,22.45,2.26,22,39.93,12,5,27.95,8.04,17.92,24.01,8.08,14.01
2022-04-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,610,0,53,22.15,1.59,54,36.01,3.04,26,63.27,17,12,44.21,5.79,17.31,9.61,7.72,15.35
2022-08-01,National,PARIS NORD,LILLE,67,76.99,3.01,7.88,541,0,57,9.75,0.76,54,16.28,1.6,16,29.15,5,2,21.09,7.65,23.18,32.56,3.82,11.71
2022-03-01,National,PARIS NORD,LILLE,67,76.99,3.01,7.88,629,1,53,22.54,1.58,56,25.99,2.12,32,40,14,6,14.69,14.46,18.26,18.09,18.2,16.3
2022-02-01,National,PARIS NORD,LILLE,67,76.99,3.01,7.88,526,7,60,16.39,1.24,58,31.7,3.41,29,53.58,16,7,39.33,8.94,21.41,17.84,1.79,10.69
2018-08-01,National,PARIS NORD,LILLE,64,76.99,3.01,7.88,430,2,66,11.44,1.62,60,16.59,2.21,23,2.21,8,0,3.51,15.79,22.81,50.88,5.26,1.75
2023-05-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,649,0,63,17.03,1.03,60,20.13,2.11,28,33.6,11,4,12.49,8.75,17.65,26.1,17.28,17.73
2023-01-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,651,24,44,13.92,0.64,61,23.53,2.88,23,46.64,13,8,25.99,3.95,13.16,22.66,16.78,17.45
2022-12-01,National,PARIS NORD,LILLE,67,76.99,3.01,7.88,578,51,64,17.72,1.85,63,30.48,4.12,38,43.9,19,5,12.7,31.75,19.05,14.29,14.29,7.94
2023-07-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,590,2,52,16.1,1.01,64,21.53,2.64,30,34.64,15,3,14.06,14.06,20.31,15.62,20.31,15.62
2022-11-01,National,PARIS NORD,LILLE,66,76.99,3.01,7.88,585,5,52,18.96,1.39,69,30.59,4.06,34,52.02,23,5,16.91,23.12,24.71,21.26,7.8,6.21
2018-01-01,National,PARIS MONTPARNASSE,LE MANS,54,135.61,1.97,2.94,441,2,62,10.47,1.17,65,16.9,3,22,3,9,3,28.95,26.32,10.53,26.32,5.26,2.63
2018-02-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,401,14,75,17.6,3.19,95,34.43,8.83,51,8.79,26,12,68.75,13.75,10,5,2.5,0
2019-01-01,National,PARIS MONTPARNASSE,LE MANS,57,135.61,1.97,2.94,470,2,60,25.04,2.96,72,34.69,4.65,36,4.65,27,17,30.65,22.58,29.03,16.13,1.61,0
2019-06-01,National,PARIS MONTPARNASSE,LE MANS,59,135.61,1.97,2.94,452,5,326,10.47,7.51,96,17.06,4.15,28,38.97,14,6,15.48,16.67,46.43,16.67,3.57,1.19
2019-07-01,National,PARIS MONTPARNASSE,LE MANS,60,135.61,1.97,2.94,421,0,303,18.87,13.44,86,12.91,2.89,17,33.65,7,1,15.58,16.88,48.05,18.18,1.3,0
2019-09-01,National,PARIS MONTPARNASSE,LE MANS,60,135.61,1.97,2.94,452,4,332,10.32,7.51,68,15.68,2.6,15,40.03,10,2,17.65,19.12,42.65,11.76,8.82,0
2019-10-01,National,PARIS MONTPARNASSE,LE MANS,56,135.61,1.97,2.94,442,22,300,6.1,4.21,83,22.95,4.93,39,40.01,20,6,34.62,15.38,35.9,8.97,3.85,1.28
2019-11-01,National,PARIS MONTPARNASSE,LE MANS,54,135.61,1.97,2.94,437,8,309,7.17,5.03,78,19.45,4.05,20,53.21,10,7,8.22,17.81,45.21,24.66,4.11,0
2020-07-01,National,PARIS MONTPARNASSE,LE MANS,59,135.61,1.97,2.94,428,3,325,3.26,2.34,78,17.83,4.08,25,38.91,14,5,27.94,7.35,32.35,22.06,7.35,2.94
2020-10-01,National,PARIS MONTPARNASSE,LE MANS,59,135.61,1.97,2.94,265,1,148,6.06,3.18,68,17.46,5.44,24,35.49,10,2,13.11,13.11,44.26,22.95,6.56,0
2022-04-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,471,0,55,22.82,2.3,75,25.37,5.72,27,55.06,16,7,3.28,31.15,18.03,22.95,9.84,14.75
2022-10-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,497,16,73,11.58,1.34,62,23.32,3.14,27,41.06,18,4,25.42,5.08,22.03,13.56,13.56,20.34
2022-12-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,459,41,79,16.84,2.71,83,22.85,5.05,36,40.34,18,6,7.59,35.44,18.99,18.99,10.13,8.86
2021-04-01,National,PARIS MONTPARNASSE,LE MANS,62,135.61,1.97,2.94,419,135,20,10.72,0.38,12,16.04,-1.01,4,29.08,1,0,27.27,9.09,9.09,18.18,27.27,9.09
2020-05-01,National,PARIS MONTPARNASSE,LE MANS,60,135.61,1.97,2.94,227,29,149,1.95,1.35,14,32.73,1.46,9,45.81,5,3,14.29,42.86,21.43,14.29,7.14,0
2021-03-01,National,PARIS MONTPARNASSE,LE MANS,61,135.61,1.97,2.94,426,8,27,8.61,0.03,19,17.26,-0.11,5,43.65,3,1,5.26,52.63,5.26,10.53,5.26,21.05
2021-05-01,National,PARIS MONTPARNASSE,LE MANS,63,135.61,1.97,2.94,404,20,26,7.16,0.15,21,13.97,-0.33,6,24.44,1,0,45,10,5,25,5,10
2020-06-01,National,PARIS MONTPARNASSE,LE MANS,60,135.61,1.97,2.94,400,14,306,1.6,1.15,23,16.28,0.85,8,32.89,3,1,31.58,21.05,21.05,26.32,0,0
2021-11-01,National,PARIS MONTPARNASSE,LE MANS,62,135.61,1.97,2.94,445,0,49,11.69,0.97,26,22.68,0.64,10,43.23,5,2,8.33,16.67,12.5,20.83,8.33,33.33
2023-02-01,National,PARIS MONTPARNASSE,LE MANS,57,135.61,1.97,2.94,388,9,33,9.16,0.43,26,13.21,0.82,8,19.89,0,0,4,8,36,28,12,12
2021-08-01,National,PARIS MONTPARNASSE,LE MANS,63,135.61,1.97,2.94,447,0,60,15.74,1.85,29,25.64,0.27,18,35.13,7,2,3.45,3.45,0,24.14,44.83,24.14
2021-09-01,National,PARIS MONTPARNASSE,LE MANS,62,135.61,1.97,2.94,479,0,52,14.35,1.26,30,24.17,0.31,15,40.14,10,3,3.33,10,26.67,13.33,16.67,30
2020-04-01,National,PARIS MONTPARNASSE,LE MANS,54,135.61,1.97,2.94,60,29,28,8.74,7.85,31,15,15,13,21.79,1,0,6.67,93.33,0,0,0,0
2020-11-01,National,PARIS MONTPARNASSE,LE MANS,57,135.61,1.97,2.94,189,21,30,2.89,-1.17,31,9.03,2.37,3,20.66,0,0,10,26.67,40,20,0,3.33
2022-08-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,498,4,39,18.84,1.1,31,25.4,1.94,10,60.18,4,2,7.41,14.81,11.11,40.74,18.52,7.41
2021-02-01,National,PARIS MONTPARNASSE,LE MANS,62,135.61,1.97,2.94,384,1,40,10.41,0.77,37,19.24,-0.03,16,31.31,5,2,24.32,32.43,5.41,5.41,18.92,13.51
2019-02-01,National,PARIS MONTPARNASSE,LE MANS,57,135.61,1.97,2.94,429,2,36,6.43,0.23,39,12.43,0.65,9,0.65,2,0,4.76,23.81,47.62,23.81,0,0
2019-12-01,National,PARIS MONTPARNASSE,LE MANS,54,135.61,1.97,2.94,276,37,161,2.89,1.74,39,17.37,3.3,17,27.73,3,2,31.58,21.05,21.05,10.53,2.63,13.16
2021-06-01,National,PARIS MONTPARNASSE,LE MANS,63,135.61,1.97,2.94,419,0,44,11.84,0.78,39,16.62,0.69,11,33.68,4,0,28.95,10.53,7.89,13.16,13.16,26.32
2022-11-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,452,1,45,8.68,0.48,39,16.66,1.69,15,28.45,5,0,18.92,18.92,16.22,18.92,18.92,8.11
2023-10-01,National,PARIS MONTPARNASSE,LE MANS,57,135.61,1.97,2.94,432,1,52,15.3,1.5,39,34.82,2.4,24,50.83,10,7,26.32,10.53,18.42,21.05,21.05,2.63
2023-03-01,National,PARIS MONTPARNASSE,LE MANS,57,135.61,1.97,2.94,443,65,44,19.7,1.79,40,29.64,2.91,20,49.11,12,3,20.51,10.26,12.82,33.33,15.38,7.69
2021-10-01,National,PARIS MONTPARNASSE,LE MANS,64,135.61,1.97,2.94,463,17,49,25.97,2.51,41,31.3,1.81,17,62.08,13,7,12.2,7.32,14.63,24.39,17.07,24.39
2018-08-01,National,PARIS MONTPARNASSE,LE MANS,59,135.61,1.97,2.94,385,12,48,10.46,1,42,19.05,2.32,17,2.32,8,1,14.29,21.43,28.57,32.14,3.57,0
2022-06-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,484,1,54,23.64,2.05,42,34.33,3.09,23,54.47,13,5,7.69,15.38,25.64,30.77,10.26,10.26
2018-10-01,National,PARIS MONTPARNASSE,LE MANS,62,135.61,1.97,2.94,408,1,45,5.92,0.32,43,12.24,0.93,10,0.93,1,0,6.9,27.59,27.59,27.59,6.9,3.45
2022-05-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,482,0,35,18.13,0.94,43,22.61,2.82,20,38.5,9,4,12.82,12.82,20.51,20.51,17.95,15.38
2023-01-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,436,20,41,19.1,1.18,43,25.58,3,21,42.64,9,4,4.76,19.05,28.57,30.95,7.14,9.52
2019-08-01,National,PARIS MONTPARNASSE,LE MANS,60,135.61,1.97,2.94,375,0,248,10.69,6.85,44,16.84,1.82,12,40.86,10,1,9.76,34.15,36.59,9.76,2.44,7.32
2021-01-01,National,PARIS MONTPARNASSE,LE MANS,62,135.61,1.97,2.94,466,0,52,17.96,1.35,44,28.13,2.35,17,56.07,9,5,29.55,20.45,13.64,4.55,11.36,20.45
2022-02-01,National,PARIS MONTPARNASSE,LE MANS,59,135.61,1.97,2.94,450,3,35,19.24,0.68,44,19.05,3.52,11,50.25,4,3,12.12,24.24,39.39,12.12,3.03,9.09
2018-05-01,National,PARIS MONTPARNASSE,LE MANS,54,135.61,1.97,2.94,426,82,20,20.53,1.02,46,17.81,2.46,18,2.46,7,1,45.45,15.15,6.06,27.27,3.03,3.03
2019-05-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,464,0,331,6.91,4.79,46,13.81,2.01,12,31.47,3,2,15,45,27.5,10,0,2.5
2023-04-01,National,PARIS MONTPARNASSE,LE MANS,58,135.61,1.97,2.94,426,1,47,18.78,1.73,46,24.38,2.55,23,37.99,9,4,8.89,26.67,13.33,22.22,22.22,6.67
2022-01-01,National,PARIS MONTPARNASSE,LE MANS,58,135.61,1.97,2.94,484,9,36,16.44,0.46,47,16.53,2.48,13,37.92,5,3,17.95,15.38,28.21,20.51,2.56,15.38
2022-07-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,499,3,55,18.24,1.64,48,24.11,2.47,17,50.84,9,3,4.44,13.33,26.67,20,28.89,6.67
2018-03-01,National,PARIS MONTPARNASSE,LE MANS,54,135.61,1.97,2.94,444,7,57,9.25,0.85,49,24.72,3.14,23,3.14,9,4,28.13,25,18.75,21.88,3.13,3.13
2020-01-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,394,24,262,4.08,2.74,49,19.44,2.86,21,34.62,12,2,13.04,17.39,30.43,28.26,4.35,6.52
2020-02-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,443,4,331,4.48,3.26,50,22.26,2.82,17,50.37,10,4,15.22,21.74,39.13,21.74,2.17,0
2022-09-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,475,2,53,11.05,0.82,51,18.84,2.2,20,33.89,8,1,12,18,22,32,10,6
2023-08-01,National,PARIS MONTPARNASSE,LE MANS,69,135.61,1.97,2.94,508,50,57,12.57,0.83,55,23.35,2.63,23,42.27,9,2,7.41,24.07,27.78,27.78,9.26,3.7
2020-09-01,National,PARIS MONTPARNASSE,LE MANS,60,135.61,1.97,2.94,474,3,329,2.44,1.54,56,15.42,2.67,18,30.59,8,0,26.53,18.37,34.69,10.2,10.2,0
2020-12-01,National,PARIS MONTPARNASSE,LE MANS,56,135.61,1.97,2.94,391,20,86,7.95,1.51,56,15.15,3.01,18,31.46,4,2,33.33,20.83,27.08,8.33,10.42,0
2021-12-01,National,PARIS MONTPARNASSE,LE MANS,58,135.61,1.97,2.94,498,4,50,11.16,0.75,56,16.3,2.52,14,39.18,8,2,6.25,27.08,35.42,16.67,6.25,8.33
2018-06-01,National,PARIS MONTPARNASSE,LE MANS,54,135.61,1.97,2.94,429,54,28,20.82,1.45,57,18.38,3.13,23,3.13,14,1,12.82,30.77,17.95,23.08,12.82,2.56
2018-09-01,National,PARIS MONTPARNASSE,LE MANS,59,135.61,1.97,2.94,419,0,44,8.58,0.55,57,12.69,1.96,15,1.96,3,1,10.81,35.14,24.32,27.03,0,2.7
2023-12-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,450,8,51,17.58,1.48,57,20.26,2.95,21,38.46,9,4,12.77,8.51,19.15,31.91,10.64,17.02
2018-04-01,National,PARIS MONTPARNASSE,LE MANS,54,135.61,1.97,2.94,426,119,50,10.04,1.3,58,16.33,3.29,22,3.29,6,1,36.17,29.79,4.26,25.53,4.26,0
2022-03-01,National,PARIS MONTPARNASSE,LE MANS,58,135.61,1.97,2.94,493,0,43,12.09,0.67,58,17.88,3.09,17,38.63,7,4,14.81,18.52,29.63,7.41,11.11,18.52
2023-07-01,National,PARIS MONTPARNASSE,LE MANS,69,135.61,1.97,2.94,496,25,83,28.17,4.22,60,49.16,6.09,36,75.22,22,17,8.77,21.05,7.02,52.63,7.02,3.51
2019-04-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,441,3,218,18.7,9.22,61,22.76,3.53,18,3.53,9,7,21.74,19.57,36.96,17.39,4.35,0
2023-05-01,National,PARIS MONTPARNASSE,LE MANS,69,135.61,1.97,2.94,501,6,65,17.51,1.78,63,26.86,3.4,41,36.13,24,5,11.29,24.19,16.13,38.71,4.84,4.84
2023-06-01,National,PARIS MONTPARNASSE,LE MANS,58,135.61,1.97,2.94,454,0,69,39.71,5.69,63,52.79,7.12,38,80.22,24,12,8.06,14.52,11.29,48.39,12.9,4.84
2023-11-01,National,PARIS MONTPARNASSE,LE MANS,57,135.61,1.97,2.94,451,14,68,16.73,2.28,63,20.64,2.56,23,39.52,9,4,1.92,9.62,25,32.69,17.31,13.46
2019-03-01,National,PARIS MONTPARNASSE,LE MANS,57,135.61,1.97,2.94,433,13,56,8.32,0.74,64,18.72,2.6,21,2.6,9,5,32.56,25.58,16.28,18.6,6.98,0
2021-07-01,National,PARIS MONTPARNASSE,LE MANS,63,135.61,1.97,2.94,441,6,72,18.41,2.79,66,28.13,3.77,31,48.6,16,8,13.64,9.09,13.64,22.73,24.24,16.67
2023-09-01,National,PARIS MONTPARNASSE,LE MANS,56,135.61,1.97,2.94,456,1,69,24.71,3.45,66,30.92,4.45,34,50.93,17,7,6.56,34.43,9.84,24.59,19.67,4.92
2018-11-01,National,PARIS MONTPARNASSE,LE MANS,58,135.61,1.97,2.94,406,3,40,9.18,0.47,69,11.55,2.42,16,2.42,4,0,11.76,29.41,23.53,26.47,5.88,2.94
2020-03-01,National,PARIS MONTPARNASSE,LE MANS,55,135.61,1.97,2.94,326,29,235,4.08,3.11,69,14.52,3.53,18,31.1,4,2,14.49,40.58,14.49,20.29,7.25,2.9
2020-08-01,National,PARIS MONTPARNASSE,LE MANS,59,135.61,1.97,2.94,427,4,325,3.04,2.19,69,15.87,3.65,17,39.42,8,3,19.35,19.35,35.48,19.35,4.84,1.61
