date_date,service,gare_depart,gare_arrivee,duree_moyenne,average_total_dept,average_total_late_dept,average_total_late_arrival,nb_train_prevu,nb_annulation,nb_train_depart_retard,retard_moyen_dept,retard_moyen_tous_dept,nb_train_retard_arrivee,retard_moyen_arrival,retard_moyen_tous_arrival,nb_train_retard_sup_15,avg_retard_trains,nb_train_retard_sup_30,nb_train_retard_sup_60,prob_percent_cause_ext,prob_percent_infra,prob_percent_gestion_trafic,prob_percent_materiel_roulant,prob_percent_gestion_gare,prob_percent_voyageurs
2022-12-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,281,22,73,19.73,5.6,65,28.72,7.67,34,46,20,9,14.29,4.76,20.63,30.16,22.22,7.94
2023-10-01,National,PARIS EST,METZ,87,123.1,2.28,2.91,286,0,52,18.99,3.47,77,23.95,7.92,34,41.79,14,7,8.11,37.84,16.22,13.51,10.81,13.51
2020-04-01,National,PARIS EST,METZ,83,123.1,2.28,2.91,46,23,21,0.62,0.52,0,0,-1.13,0,0,0,0,0,0,0,0,0,0
2020-11-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,63,16,20,0.43,0.06,4,16.11,1.67,2,26.48,0,0,25,25,50,0,0,0
2020-06-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,175,16,147,1.59,1.45,7,12.73,0.21,3,21.87,0,0,14.29,28.57,0,42.86,14.29,0
2021-04-01,National,PARIS EST,METZ,87,123.1,2.28,2.91,225,97,14,8.58,1.01,9,28.72,2.16,6,38.15,4,1,25,25,12.5,25,0,12.5
2019-12-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,137,22,97,1.88,1.55,11,12.6,1.29,3,28.88,1,0,40,10,10,20,20,0
2021-03-01,National,PARIS EST,METZ,87,123.1,2.28,2.91,230,9,15,12.69,0.93,11,23.83,1.44,6,33.72,3,0,18.18,27.27,18.18,27.27,0,9.09
2021-05-01,National,PARIS EST,METZ,87,123.1,2.28,2.91,229,24,14,8.58,0.64,11,19.02,1.01,4,33.63,1,1,9.09,18.18,0,9.09,27.27,36.36
2020-12-01,National,PARIS EST,METZ,86,123.1,2.28,2.91,240,16,77,6.04,1.89,14,40.62,2.78,9,59.09,3,3,28.57,42.86,7.14,14.29,7.14,0
2023-03-01,National,PARIS EST,METZ,90,123.1,2.28,2.91,287,32,34,11.83,1.59,16,19.79,0.29,6,37.46,1,1,6.25,12.5,12.5,37.5,6.25,25
2020-07-01,National,PARIS EST,METZ,87,123.1,2.28,2.91,240,8,208,1.89,1.67,17,19.03,0.82,8,29.51,4,0,25,25,25,25,0,0
2022-04-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,275,9,45,8.64,1.46,17,22.29,1.45,6,43.54,4,2,6.25,0,25,43.75,6.25,18.75
2021-02-01,National,PARIS EST,METZ,87,123.1,2.28,2.91,199,0,26,11.61,1.46,18,28.96,3.44,9,46.17,4,2,27.78,16.67,11.11,27.78,11.11,5.56
2021-09-01,National,PARIS EST,METZ,88,123.1,2.28,2.91,262,0,25,9.59,0.83,18,14.47,1.36,6,25.56,2,0,0,18.75,31.25,6.25,18.75,25
2022-09-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,265,6,28,11.19,1.24,18,21.03,1.87,9,34.3,3,1,0,5.88,23.53,47.06,5.88,17.65
2023-02-01,National,PARIS EST,METZ,89,123.1,2.28,2.91,238,6,31,10.93,1.51,18,22.7,0.07,12,28.58,3,1,11.11,16.67,22.22,16.67,33.33,0
2019-04-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,314,5,77,23.68,5.88,19,33.92,1.5,11,1.5,7,5,5.56,38.89,22.22,27.78,5.56,0
2020-05-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,113,23,85,3.26,3.07,19,29.86,7.05,7,67.07,5,2,13.33,20,26.67,26.67,6.67,6.67
2020-09-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,257,0,243,1.75,1.36,19,19.54,1.35,10,30.29,4,1,21.05,10.53,10.53,36.84,21.05,0
2021-08-01,National,PARIS EST,METZ,86,123.1,2.28,2.91,243,0,38,8,1.35,20,19.5,1.9,11,28.54,3,0,15,30,15,15,5,20
2022-03-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,284,7,42,11.18,1.75,20,26.24,1.98,12,36.67,5,1,10,10,15,35,10,20
2018-10-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,298,2,42,9.28,1.23,21,19.44,1.2,8,1.2,2,2,23.53,11.76,23.53,23.53,17.65,0
2022-01-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,258,3,26,12.08,1.16,21,23.72,2.03,9,43.76,2,2,15.79,10.53,10.53,47.37,10.53,5.26
2023-05-01,National,PARIS EST,METZ,86,123.1,2.28,2.91,261,0,37,11.38,1.63,21,22.2,1.43,8,43.05,4,2,15,0,30,30,15,10
2022-02-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,239,0,32,13.86,1.9,22,24.59,2.2,11,40.81,7,1,10,15,20,35,5,15
2020-08-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,255,2,231,1.32,1.19,23,12.22,0.64,6,24.11,1,0,9.09,36.36,22.73,4.55,27.27,0
2018-01-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,310,0,41,6.41,0.82,24,11.89,0.76,7,0.76,1,0,26.67,6.67,13.33,40,13.33,0
2021-06-01,National,PARIS EST,METZ,87,123.1,2.28,2.91,222,0,30,13.24,1.87,24,25.26,3.02,11,42.52,6,1,4.17,29.17,25,16.67,16.67,8.33
2021-07-01,National,PARIS EST,METZ,86,123.1,2.28,2.91,239,0,34,8.95,1.34,24,16.11,1.91,7,33.53,2,1,43.48,4.35,17.39,17.39,13.04,4.35
2020-01-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,271,12,210,6.98,5.62,25,17.07,1.72,9,33.14,5,1,8.7,26.09,39.13,26.09,0,0
2020-10-01,National,PARIS EST,METZ,87,123.1,2.28,2.91,168,1,159,3.59,3.41,25,30.83,4.85,10,63.63,5,3,62.5,16.67,12.5,4.17,4.17,0
2021-11-01,National,PARIS EST,METZ,89,123.1,2.28,2.91,280,0,54,11.41,2.25,25,28.41,2,19,33.84,8,1,20,4,16,36,0,24
2019-05-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,318,0,234,5.66,4.1,26,14.76,0.45,10,26.36,3,0,18.18,18.18,18.18,27.27,18.18,0
2019-08-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,300,0,226,6.36,4.73,26,20.7,1.21,12,33.36,3,2,15.38,23.08,11.54,42.31,7.69,0
2021-01-01,National,PARIS EST,METZ,87,123.1,2.28,2.91,251,2,38,18.39,2.72,26,44.79,5.21,15,69.27,8,6,26.92,11.54,11.54,23.08,15.38,11.54
2022-07-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,261,7,44,18.17,3.22,26,32.18,3.64,13,52.62,6,3,7.69,26.92,7.69,26.92,11.54,19.23
2018-08-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,313,4,50,13.3,2.08,27,25.46,2.11,18,2.11,5,3,12,8,8,56,12,4
2018-11-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,309,2,40,9.36,1.01,28,17.4,1.46,13,1.46,5,0,34.62,3.85,19.23,23.08,19.23,0
2020-02-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,303,4,240,8.96,6.99,28,19.58,1.87,12,33.58,6,1,14.29,10.71,32.14,28.57,14.29,0
2023-04-01,National,PARIS EST,METZ,88,123.1,2.28,2.91,278,0,37,15.4,2.05,29,27.96,1.01,17,40.59,11,3,20.69,10.34,17.24,31.03,13.79,6.9
2020-03-01,National,PARIS EST,METZ,86,123.1,2.28,2.91,205,23,156,5.22,4.44,30,26.71,4.04,21,34.68,8,3,29.17,12.5,4.17,33.33,20.83,0
2021-12-01,National,PARIS EST,METZ,87,123.1,2.28,2.91,283,1,45,13.16,2.14,30,23.01,2.15,17,33.07,8,0,6.67,16.67,10,30,6.67,30
2022-10-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,279,0,39,13.99,2,30,31.08,3.7,15,51.01,8,4,10.71,7.14,25,25,21.43,10.71
2022-11-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,262,0,44,14.96,2.57,30,27.26,3.53,14,47.39,9,4,13.33,0,23.33,30,6.67,26.67
2019-06-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,317,0,241,5.7,4.28,31,22.17,1.95,9,54.34,6,3,17.24,24.14,24.14,17.24,13.79,3.45
2018-07-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,315,3,58,12.8,2.36,33,30.42,2.75,22,2.75,12,5,3.03,30.3,12.12,42.42,9.09,3.03
2022-06-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,272,0,49,10.96,2.03,33,36.23,4.8,21,52.13,8,4,13.33,13.33,33.33,26.67,3.33,10
2022-08-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,261,2,38,15.63,2.4,33,26.46,3.99,19,37.77,9,2,12.5,6.25,25,34.38,15.63,6.25
2018-04-01,National,PARIS EST,METZ,86,123.1,2.28,2.91,323,98,61,11.9,3.18,34,21.25,2.24,16,2.24,7,1,24.14,17.24,10.34,17.24,27.59,3.45
2018-05-01,National,PARIS EST,METZ,87,123.1,2.28,2.91,288,36,26,15.72,1.82,34,16.15,1.61,9,1.61,6,0,21.88,15.63,21.88,31.25,9.38,0
2019-03-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,312,4,49,18.13,2.76,34,37.49,3.73,19,3.73,13,6,3.23,35.48,16.13,35.48,9.68,0
2023-09-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,280,0,34,17,2.1,34,26.01,3.91,13,51.13,5,4,3.03,9.09,18.18,33.33,27.27,9.09
2022-05-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,277,0,56,18.68,3.84,35,42.82,5.4,25,55.67,15,8,17.14,14.29,8.57,25.71,20,14.29
2019-09-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,316,3,243,7.24,5.58,36,23.57,2.32,17,40.02,9,2,26.47,23.53,20.59,23.53,2.94,2.94
2023-08-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,254,0,42,22.75,3.82,36,35.9,5.69,22,52.81,14,7,2.94,29.41,17.65,20.59,17.65,11.76
2018-06-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,294,12,34,22.37,2.91,37,22.67,2.68,19,2.68,7,2,9.38,21.88,12.5,43.75,12.5,0
2018-09-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,308,3,61,9,1.73,38,21.63,2.67,21,2.67,10,1,23.53,17.65,8.82,44.12,5.88,0
2023-01-01,National,PARIS EST,METZ,86,123.1,2.28,2.91,277,16,40,13.21,2.11,42,32.48,2.66,25,47.67,17,6,24.39,9.76,12.2,21.95,17.07,14.63
2023-07-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,262,0,44,25.44,4.31,42,36.99,6.86,25,55.62,14,8,0,4.76,28.57,38.1,16.67,11.9
2023-12-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,284,2,35,14.43,1.77,42,20.55,3.98,18,35.54,6,2,5.26,7.89,26.32,26.32,23.68,10.53
2019-10-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,327,7,249,6.63,5.11,43,22.18,2.88,24,33.67,13,1,9.3,18.6,27.91,34.88,9.3,0
2019-11-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,305,7,227,3.92,2.93,44,22.4,3.35,24,33.16,9,2,19.05,21.43,2.38,35.71,19.05,2.38
2018-03-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,311,13,68,13.03,2.92,46,21.57,3.57,28,3.57,7,3,38.1,0,7.14,40.48,11.9,2.38
2021-10-01,National,PARIS EST,METZ,91,123.1,2.28,2.91,287,1,61,13.18,2.55,46,20.84,3.66,16,41.97,9,4,8.89,20,22.22,20,11.11,17.78
2018-12-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,309,4,61,19.99,3.91,47,33.74,5.45,34,5.45,19,9,17.39,21.74,15.22,30.43,13.04,2.17
2023-11-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,238,3,44,24.2,4.29,48,30.65,7.63,30,43.37,15,5,17.39,19.57,8.7,21.74,26.09,6.52
2023-06-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,264,0,60,14.58,3.36,51,25.41,5.6,29,37.2,15,2,10,14,22,44,6,4
2019-07-01,National,PARIS EST,METZ,85,123.1,2.28,2.91,323,0,239,10.28,7.55,52,37.14,5.52,28,60.87,16,11,24,18,16,26,16,0
2019-02-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,291,6,58,15.45,3.06,53,22.6,4.31,29,4.31,16,4,20.83,20.83,18.75,25,10.42,4.17
2019-01-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,323,8,54,10.55,1.71,63,22.7,4.76,48,4.76,14,3,63.33,3.33,10,16.67,6.67,0
2018-02-01,National,PARIS EST,METZ,84,123.1,2.28,2.91,275,8,66,13.2,3.21,64,23.02,5.58,41,5.58,14,4,63.79,1.72,6.9,24.14,3.45,0
2020-05-01,International,PARIS LYON,ZURICH,232,197.9,2.18,8.04,27,7,6,2.04,0.29,0,0,3.81,0,0,0,0,0,0,0,0,0,0
2021-05-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,69,12,4,10.03,-0.01,0,0,2.56,0,0,0,0,0,0,0,0,0,0
2021-04-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,86,44,2,1.27,-0.14,1,27.38,2.23,1,27.38,0,0,0,0,0,100,0,0
2021-03-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,88,4,5,21.43,0.47,3,61.19,3.56,3,61.19,1,1,0,33.33,0,0,0,66.67
2020-06-01,International,PARIS LYON,ZURICH,193,197.9,2.18,8.04,79,7,35,1.12,0.34,4,30.66,5.94,4,55.42,3,1,0,33.33,0,66.67,0,0
2022-02-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,81,0,13,8.76,1.2,5,26.81,3.48,5,26.81,2,0,25,50,0,25,0,0
2020-04-01,International,PARIS LYON,ZURICH,231,197.9,2.18,8.04,24,7,4,0.22,-1,6,26.47,37.84,20,58.83,12,0,0,66.67,0,0,0,33.33
2020-11-01,International,PARIS LYON,ZURICH,229,197.9,2.18,8.04,31,4,6,1.79,0.13,6,46.63,12.74,6,46.63,2,1,16.67,66.67,16.67,0,0,0
2022-07-01,International,PARIS LYON,ZURICH,249,197.9,2.18,8.04,42,4,10,23.45,4.26,6,44.44,5.81,6,44.44,3,1,20,20,0,20,40,0
2021-06-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,76,0,6,8.86,0.46,7,30.77,4.97,7,30.77,4,0,0,28.57,28.57,14.29,0,28.57
2022-01-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,152,4,13,11.64,0.87,7,34.5,3.34,7,34.5,3,1,33.33,16.67,33.33,16.67,0,0
2021-01-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,99,6,9,9.2,0.61,8,42.01,4.76,8,42.01,5,1,25,50,25,0,0,0
2021-08-01,International,PARIS LYON,ZURICH,243,197.9,2.18,8.04,100,0,6,8.75,0.31,8,28.53,4.17,8,28.53,2,0,0,14.29,28.57,28.57,28.57,0
2020-12-01,International,PARIS LYON,ZURICH,231,197.9,2.18,8.04,100,4,35,5.34,1.74,9,76.68,8.56,9,76.68,7,3,44.44,11.11,11.11,33.33,0,0
2022-04-01,International,PARIS LYON,ZURICH,245,197.9,2.18,8.04,73,1,7,28.24,2.62,9,47.88,6.96,9,47.88,5,2,42.86,0,28.57,0,28.57,0
2021-02-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,94,3,6,19.94,0.44,11,38.78,5.73,11,38.78,5,1,33.33,44.44,0,11.11,0,11.11
2021-11-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,117,2,15,10.01,1.13,11,50.24,7.28,11,50.24,10,2,18.18,27.27,9.09,18.18,18.18,9.09
2019-04-01,International,PARIS LYON,ZURICH,240,197.9,2.18,8.04,141,0,11,64.66,4.81,12,29.08,5.02,12,5.02,5,0,0,18.18,45.45,36.36,0,0
2020-08-01,International,PARIS LYON,ZURICH,235,197.9,2.18,8.04,127,2,52,3.06,1.05,13,35.41,5.46,13,35.41,7,2,11.11,22.22,22.22,44.44,0,0
2021-09-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,117,1,18,13.14,1.26,13,35.2,6.69,13,35.2,8,1,0,16.67,8.33,41.67,25,8.33
2022-05-01,International,PARIS LYON,ZURICH,245,197.9,2.18,8.04,137,1,17,18.13,1.78,13,39.18,5.17,13,39.18,11,1,0,33.33,16.67,25,25,0
2023-05-01,International,PARIS LYON,ZURICH,248,197.9,2.18,8.04,142,10,22,26.04,3.77,13,35.89,6.14,13,35.89,6,2,0,7.69,53.85,23.08,0,15.38
2021-07-01,International,PARIS LYON,ZURICH,243,197.9,2.18,8.04,115,1,13,17.15,1.77,14,42.28,7.07,14,42.28,7,4,7.69,15.38,15.38,38.46,7.69,15.38
2021-10-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,84,1,18,26.73,3.87,14,43.39,10.49,14,43.39,6,2,0,7.14,35.71,28.57,21.43,7.14
2023-04-01,International,PARIS LYON,ZURICH,255,197.9,2.18,8.04,127,0,33,16.95,4.3,14,58.16,7.7,14,58.16,7,5,7.14,14.29,21.43,28.57,28.57,0
2018-02-01,International,PARIS LYON,ZURICH,243,197.9,2.18,8.04,135,0,22,12.27,1.72,15,34.13,5.69,15,5.69,6,1,20,26.67,26.67,26.67,0,0
2018-04-01,International,PARIS LYON,ZURICH,242,197.9,2.18,8.04,143,42,25,10.72,2.38,15,26.88,5.08,12,5.08,4,1,50,10,20,10,10,0
2019-03-01,International,PARIS LYON,ZURICH,243,197.9,2.18,8.04,144,0,10,9.91,0.27,15,33.27,5.85,15,5.85,8,2,6.67,13.33,33.33,33.33,0,13.33
2021-12-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,146,3,20,21.3,2.14,15,43.08,5.79,15,43.08,9,2,33.33,16.67,0,33.33,16.67,0
2022-03-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,110,0,15,16.28,2.15,16,45.22,8.9,16,45.22,9,3,13.33,26.67,13.33,26.67,20,0
2022-10-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,133,2,25,23.9,3.07,16,42.09,6.82,16,42.09,9,2,12.5,25,12.5,43.75,0,6.25
2023-02-01,International,PARIS LYON,ZURICH,248,197.9,2.18,8.04,148,6,21,16.99,2.37,16,38.4,6.11,16,38.4,7,2,40,6.67,20,6.67,26.67,0
2023-03-01,International,PARIS LYON,ZURICH,248,197.9,2.18,8.04,130,21,20,36.3,6.53,16,48.89,9.33,16,48.89,9,3,53.85,7.69,0,15.38,15.38,7.69
2022-09-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,145,4,37,17.24,3.42,17,41.9,7.18,17,41.9,10,3,6.25,18.75,37.5,18.75,18.75,0
2023-10-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,143,1,15,13.47,1.06,17,30.76,6.47,17,30.76,4,2,5.88,47.06,11.76,17.65,11.76,5.88
2019-09-01,International,PARIS LYON,ZURICH,236,197.9,2.18,8.04,144,0,38,4.53,0.9,18,61.41,9.82,18,61.41,8,4,27.78,5.56,27.78,27.78,11.11,0
2020-07-01,International,PARIS LYON,ZURICH,237,197.9,2.18,8.04,128,6,62,3.55,1.65,18,45.15,8.52,15,52.03,10,3,50,18.75,0,25,6.25,0
2018-09-01,International,PARIS LYON,ZURICH,240,197.9,2.18,8.04,141,0,32,10.44,2.17,19,49.96,8.89,19,8.89,12,3,23.53,23.53,5.88,29.41,11.76,5.88
2019-11-01,International,PARIS LYON,ZURICH,222,197.9,2.18,8.04,146,2,40,8.23,1.97,19,44.36,8.17,18,46.21,12,6,5.56,33.33,16.67,38.89,5.56,0
2023-06-01,International,PARIS LYON,ZURICH,245,197.9,2.18,8.04,142,2,33,10.8,2.43,19,30.95,5.97,19,30.95,8,1,5.56,16.67,16.67,33.33,16.67,11.11
2019-08-01,International,PARIS LYON,ZURICH,239,197.9,2.18,8.04,145,0,53,6.91,2.26,20,36.63,7.33,20,36.63,8,1,5.26,21.05,26.32,36.84,5.26,5.26
2023-01-01,International,PARIS LYON,ZURICH,247,197.9,2.18,8.04,129,11,17,19.03,2.57,20,35.13,7.94,20,35.13,7,2,15,15,35,15,5,15
2023-11-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,154,4,22,16.69,2.11,20,39.5,7.67,20,39.5,12,3,10,15,25,15,25,10
2020-10-01,International,PARIS LYON,ZURICH,217,197.9,2.18,8.04,76,0,39,3.14,1.37,21,26.98,9.77,14,34.36,9,0,15,45,10,20,10,0
2018-03-01,International,PARIS LYON,ZURICH,259,197.9,2.18,8.04,152,1,23,12.96,1.68,22,37.64,7.16,22,7.16,12,3,22.73,13.64,40.91,13.64,4.55,4.55
2022-12-01,International,PARIS LYON,ZURICH,248,197.9,2.18,8.04,161,11,21,12.88,1.06,22,26.69,6.41,22,26.69,4,0,22.73,0,63.64,13.64,0,0
2019-01-01,International,PARIS LYON,ZURICH,242,197.9,2.18,8.04,150,0,22,12.68,1.47,23,49.38,9.76,23,9.76,14,4,42.86,33.33,4.76,19.05,0,0
2019-02-01,International,PARIS LYON,ZURICH,242,197.9,2.18,8.04,127,1,21,26.26,3.96,23,62.47,13.52,23,13.52,17,8,9.09,40.91,22.73,22.73,4.55,0
2023-08-01,International,PARIS LYON,ZURICH,245,197.9,2.18,8.04,132,1,22,15.19,2.46,23,41.61,9.2,23,41.61,15,4,13.04,21.74,21.74,8.7,21.74,13.04
2018-06-01,International,PARIS LYON,ZURICH,179,197.9,2.18,8.04,145,5,20,21.81,3.36,24,32.33,6.59,20,6.59,6,4,0,0,0,0,0,0
2020-01-01,International,PARIS LYON,ZURICH,199,197.9,2.18,8.04,148,7,76,7.57,3.86,24,42.53,9.92,23,42.79,13,5,11.76,52.94,11.76,17.65,0,5.88
2023-12-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,170,1,30,13.91,2.33,24,37.54,6.69,24,37.54,16,2,8.33,8.33,29.17,29.17,20.83,4.17
2019-07-01,International,PARIS LYON,ZURICH,236,197.9,2.18,8.04,151,0,59,4.7,1.57,25,33.44,7.63,23,35.34,10,2,12.5,16.67,41.67,20.83,8.33,0
2018-08-01,International,PARIS LYON,ZURICH,177,197.9,2.18,8.04,148,0,35,15.94,3.49,26,43.96,8.27,20,8.27,12,4,0,0,0,0,0,0
2020-09-01,International,PARIS LYON,ZURICH,230,197.9,2.18,8.04,137,1,54,2.79,0.82,26,27.04,7.14,22,29.9,8,3,0,52,16,24,8,0
2022-11-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,167,1,25,13.69,1.44,26,37.34,7.44,26,37.34,14,4,20.83,33.33,12.5,16.67,12.5,4.17
2020-02-01,International,PARIS LYON,ZURICH,219,197.9,2.18,8.04,171,4,81,7.09,3.25,27,49.6,9.94,24,54.34,16,8,23.08,30.77,11.54,19.23,11.54,3.85
2018-01-01,International,PARIS LYON,ZURICH,241,197.9,2.18,8.04,153,3,25,8.94,1.23,28,34.3,7.78,28,7.78,11,3,17.86,21.43,25,21.43,3.57,10.71
2019-05-01,International,PARIS LYON,ZURICH,210,197.9,2.18,8.04,148,0,48,3.45,0.79,28,32.65,8.3,26,34.3,14,3,11.11,37.04,29.63,18.52,0,3.7
2018-11-01,International,PARIS LYON,ZURICH,240,197.9,2.18,8.04,147,1,25,17.79,2.72,29,40.89,10.76,29,10.76,20,4,14.29,3.57,39.29,32.14,7.14,3.57
2019-06-01,International,PARIS LYON,ZURICH,229,197.9,2.18,8.04,142,0,51,10.03,3.34,29,36.91,10,25,40.76,12,4,29.63,25.93,18.52,25.93,0,0
2019-10-01,International,PARIS LYON,ZURICH,229,197.9,2.18,8.04,143,2,51,6.92,2.17,29,49.87,12.32,27,52.69,13,6,7.69,19.23,38.46,19.23,15.38,0
2020-03-01,International,PARIS LYON,ZURICH,219,197.9,2.18,8.04,113,7,59,6.04,3.19,29,31.65,11.55,29,34.62,15,3,5.26,10.53,26.32,47.37,10.53,0
2018-10-01,International,PARIS LYON,ZURICH,243,197.9,2.18,8.04,147,0,26,22.98,3.85,30,43.35,11.32,30,11.32,19,7,20,6.67,20,36.67,10,6.67
2019-12-01,International,PARIS LYON,ZURICH,139,197.9,2.18,8.04,118,7,63,5.49,2.92,30,24.63,8.93,24,27.49,7,1,88.89,0,0,11.11,0,0
2022-08-01,International,PARIS LYON,ZURICH,244,197.9,2.18,8.04,174,0,46,17.74,4.63,30,38.1,8.09,30,38.1,20,3,16.67,10,10,26.67,23.33,13.33
2023-09-01,International,PARIS LYON,ZURICH,247,197.9,2.18,8.04,133,1,16,19.38,2.17,30,35.48,9.87,30,35.48,13,5,10.71,35.71,32.14,14.29,3.57,3.57
2018-12-01,International,PARIS LYON,ZURICH,237,197.9,2.18,8.04,144,0,31,13.94,2.72,32,38.7,10.19,32,10.19,14,4,13.79,6.9,34.48,44.83,0,0
2023-07-01,International,PARIS LYON,ZURICH,248,197.9,2.18,8.04,133,2,25,13.36,2.46,32,35.99,10.71,32,35.99,15,3,12.9,19.35,29.03,19.35,12.9,6.45
2018-05-01,International,PARIS LYON,ZURICH,179,197.9,2.18,8.04,134,21,16,26.22,3.79,35,28.26,10.08,23,10.08,10,2,0,0,0,0,0,0
2018-07-01,International,PARIS LYON,ZURICH,177,197.9,2.18,8.04,150,4,42,22.53,6.28,37,47.43,12.79,31,12.79,19,7,0,0,0,0,0,0
2018-06-01,National,ANNECY,PARIS LYON,225,223.94,1.68,6.21,178,41,7,14.29,0.84,75,38.68,22.77,75,22.77,40,9,63.01,16.44,10.96,8.22,0,1.37
2018-07-01,National,ANNECY,PARIS LYON,232,223.94,1.68,6.21,180,5,34,14.29,2.78,99,38.12,22.76,99,22.76,50,11,48.81,13.1,25,10.71,0,2.38
2020-04-01,National,ANNECY,PARIS LYON,0,223.94,1.68,6.21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,National,ANNECY,PARIS LYON,224,223.94,1.68,6.21,17,7,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0
2020-11-01,National,ANNECY,PARIS LYON,245,223.94,1.68,6.21,45,6,2,26,1.33,1,20.45,1.81,1,20.45,0,0,0,0,100,0,0,0
2020-12-01,National,ANNECY,PARIS LYON,230,223.94,1.68,6.21,109,6,6,3,0.17,8,27.13,3.12,8,27.13,1,1,50,25,25,0,0,0
2021-04-01,National,ANNECY,PARIS LYON,224,223.94,1.68,6.21,132,65,2,4.5,0.13,8,21.79,2.88,8,21.79,0,0,75,0,25,0,0,0
2020-03-01,National,ANNECY,PARIS LYON,227,223.94,1.68,6.21,82,8,8,3.42,0.37,9,35.48,6.28,9,35.48,5,1,14.29,42.86,28.57,0,0,14.29
2019-05-01,National,ANNECY,PARIS LYON,230,223.94,1.68,6.21,142,3,6,7.07,0.3,11,42.46,3.97,11,42.46,4,3,40,20,20,10,10,0
2019-07-01,National,ANNECY,PARIS LYON,231,223.94,1.68,6.21,180,44,21,144.6,22.33,11,36.42,4,11,36.42,5,1,18.18,18.18,36.36,18.18,9.09,0
2020-06-01,National,ANNECY,PARIS LYON,236,223.94,1.68,6.21,79,5,2,0.64,0.01,12,27.99,5.01,12,27.99,5,0,0,0,0,0,0,0
